user_id,recency_hours,pv_count_8d,fav_count_8d,cart_count_8d,buy_count_8d,pv_to_buy_ratio,is_churn
1000684,4.3814,136,20,0,8,0.0588,0
1000686,0.1486,48,0,4,1,0.0208,0
1000688,5.8689,58,0,0,1,0.0172,0
1000694,28.9381,11,0,0,3,0.2727,1
1000696,17.0556,7,0,0,0,0.0000,1
1000703,3.5989,48,2,2,2,0.0417,0
1000712,13.1703,114,0,4,3,0.0263,0
1000715,0.3947,83,0,6,3,0.0361,1
1000718,6.3525,341,34,4,4,0.0117,0
1000719,1.9117,44,0,2,0,0.0000,1
1000722,8.7478,20,1,0,1,0.0500,1
1000723,1.9322,229,0,12,16,0.0699,1
1000726,2.3958,48,0,2,0,0.0000,1
1000727,7.3147,42,0,4,0,0.0000,0
1000732,6.7217,139,0,7,1,0.0072,0
1000735,2.0556,58,0,8,3,0.0517,1
1000738,2.9069,87,0,7,1,0.0115,1
1000746,4.3194,143,4,17,0,0.0000,1
1000749,6.5869,198,0,20,1,0.0051,0
100075,2.9358,153,15,10,2,0.0131,1
1000751,6.7017,105,4,0,1,0.0095,1
1000757,1.7981,165,0,15,0,0.0000,0
1000758,0.4256,21,4,0,0,0.0000,1
1000760,7.1572,21,8,0,0,0.0000,1
1000771,8.7189,114,0,12,0,0.0000,1
1000772,2.6561,3,0,1,0,0.0000,0
1000775,3.7500,61,6,2,0,0.0000,1
1000789,40.8014,4,0,0,0,0.0000,1
1000792,1.8306,80,0,10,5,0.0625,0
10008,4.3422,41,0,12,3,0.0732,1
1000801,1.9600,57,0,2,0,0.0000,1
1000803,9.5367,79,0,0,1,0.0127,1
1000807,2.5486,145,1,9,4,0.0276,0
1000810,13.4894,27,0,0,1,0.0370,0
1000811,5.5783,59,12,2,2,0.0339,1
100083,1.3472,68,0,11,0,0.0000,1
1000832,12.0322,67,0,8,0,0.0000,1
1000836,1.0317,210,1,15,3,0.0143,0
1000840,1.2014,217,0,31,1,0.0046,0
1000856,0.1933,220,1,13,3,0.0136,0
1000857,0.3972,11,0,5,1,0.0909,0
1000865,1.7375,51,0,1,2,0.0392,1
1000866,0.0678,124,1,2,1,0.0081,0
1000867,57.7694,7,0,0,1,0.1429,1
1000872,22.1761,58,1,2,4,0.0690,0
1000877,1.7481,61,2,5,7,0.1148,0
1000878,6.8808,42,2,5,4,0.0952,1
100088,10.9250,6,0,0,2,0.3333,1
1000882,12.2258,57,0,4,0,0.0000,0
1000887,0.0039,54,0,4,0,0.0000,0
1000889,5.6678,35,0,0,0,0.0000,1
1000896,5.6153,109,0,1,2,0.0183,1
10009,4.0522,320,0,10,8,0.0250,0
100091,2.6858,54,0,0,1,0.0185,0
1000911,8.4097,71,2,0,3,0.0423,0
1000912,8.8994,181,3,4,0,0.0000,0
1000916,10.9897,70,0,0,2,0.0286,1
1000919,1.5933,106,0,19,1,0.0094,0
1000922,12.2350,40,0,1,1,0.0250,1
1000923,11.4017,15,0,0,1,0.0667,0
1000936,7.2100,99,3,0,2,0.0202,1
1000937,25.7847,170,7,1,4,0.0235,1
1000944,14.6947,3,0,0,0,0.0000,1
100095,10.5467,32,1,10,1,0.0313,0
1000957,13.6789,22,1,7,0,0.0000,0
1000959,4.3567,88,1,15,1,0.0114,0
1000962,8.7825,78,6,0,3,0.0385,1
1000964,15.9536,13,0,3,1,0.0769,1
1000979,6.1153,32,2,0,0,0.0000,1
1000984,6.7983,23,0,0,1,0.0435,1
1000986,3.7544,79,1,11,0,0.0000,0
1000994,8.1358,54,0,4,0,0.0000,1
1001000,1.5189,129,2,4,0,0.0000,0
1001005,0.6889,149,0,7,2,0.0134,0
1001009,9.2019,25,2,0,3,0.1200,1
100101,8.2819,125,0,4,27,0.2160,0
1001016,8.1536,17,2,0,0,0.0000,1
1001017,9.8342,67,0,13,2,0.0299,0
1001018,3.7058,6,0,1,1,0.1667,1
1001024,30.1333,34,0,7,2,0.0588,0
1001029,1.6631,29,0,4,0,0.0000,1
100103,6.2250,18,0,0,1,0.0556,1
1001048,2.9181,100,21,1,0,0.0000,0
100105,0.4356,76,0,2,2,0.0263,0
1001054,1.4478,315,0,17,5,0.0159,0
1001065,2.6886,41,0,7,4,0.0976,1
100107,2.2417,76,0,3,2,0.0263,0
1001080,18.3153,15,1,0,0,0.0000,1
1001081,0.3286,21,0,1,5,0.2381,1
1001088,3.4503,85,0,7,2,0.0235,0
100109,2.5397,117,0,3,1,0.0085,1
1001091,12.5800,38,0,0,0,0.0000,1
1001092,15.4844,16,0,1,2,0.1250,0
1001099,13.6381,29,3,1,5,0.1724,1
1001102,3.2703,183,0,23,4,0.0219,0
1001104,0.5922,81,1,0,2,0.0247,1
1001108,0.5569,62,10,4,1,0.0161,1
1001120,12.8711,90,15,1,4,0.0444,1
1001121,1.8797,12,0,8,1,0.0833,1
1001122,6.5469,73,0,0,0,0.0000,1
1001127,3.2153,108,2,2,0,0.0000,1
100113,10.0669,67,0,1,3,0.0448,1
1001130,0.1778,315,0,10,0,0.0000,0
1001131,2.7856,63,0,18,3,0.0476,0
1001138,9.0486,18,0,0,1,0.0556,0
1001142,13.0647,30,7,1,0,0.0000,1
1001145,10.0039,65,1,12,5,0.0769,1
1001148,7.2186,0,4,2,0,0.0000,0
1001151,26.1228,77,0,4,3,0.0390,1
1001154,8.6086,27,0,0,1,0.0370,1
100116,2.8536,65,0,0,11,0.1692,0
1001163,3.6511,49,0,0,0,0.0000,1
1001185,1.0150,161,0,9,2,0.0124,1
1001186,1.0997,156,1,2,3,0.0192,0
1001195,0.7811,86,0,3,0,0.0000,1
1001197,8.4728,58,0,2,0,0.0000,1
1001199,7.1431,51,1,6,8,0.1569,0
1001201,21.6728,23,0,0,1,0.0435,0
1001204,21.4811,23,0,0,0,0.0000,1
1001205,1.9606,67,0,0,0,0.0000,1
1001216,4.7694,10,0,0,0,0.0000,1
1001224,0.3036,138,4,0,0,0.0000,1
1001227,6.6922,26,0,2,0,0.0000,0
1001228,6.4264,22,0,0,1,0.0455,1
1001230,10.7300,101,6,7,2,0.0198,1
1001232,1.5992,414,23,1,4,0.0097,1
1001235,8.7764,30,0,2,3,0.1000,0
1001241,8.6033,20,0,0,6,0.3000,1
1001248,0.0269,37,0,2,3,0.0811,0
100125,29.8836,16,0,0,0,0.0000,1
1001265,12.9639,13,0,3,1,0.0769,0
1001270,2.3089,103,0,30,2,0.0194,0
1001276,2.1794,15,0,0,0,0.0000,0
100128,3.0469,88,2,2,2,0.0227,0
1001285,14.7067,93,0,5,0,0.0000,0
1001291,14.0656,122,1,3,0,0.0000,0
1001295,11.8939,67,0,5,0,0.0000,1
1001296,21.1267,164,1,10,0,0.0000,0
1001299,1.3594,73,0,0,0,0.0000,1
10013,2.3175,139,19,0,0,0.0000,1
1001301,7.9325,153,6,5,1,0.0065,1
1001303,2.5689,27,0,0,0,0.0000,0
1001305,4.0200,78,0,7,15,0.1923,0
1001309,7.2903,63,5,0,0,0.0000,1
1001313,0.1939,66,0,5,1,0.0152,0
1001315,3.5369,16,0,0,0,0.0000,1
1001317,5.1247,64,0,1,0,0.0000,0
1001324,23.3644,21,0,7,0,0.0000,0
1001326,1.5742,205,58,47,5,0.0244,0
1001327,4.6108,94,24,13,1,0.0106,0
1001334,28.0017,43,0,12,0,0.0000,0
100134,2.9225,72,0,3,14,0.1944,1
1001346,3.8331,121,3,6,1,0.0083,1
1001347,8.2161,74,0,24,3,0.0405,0
1001352,3.2444,32,0,2,2,0.0625,0
1001360,17.0394,65,1,25,1,0.0154,0
1001365,2.0500,27,0,0,0,0.0000,0
1001366,15.8647,172,0,4,0,0.0000,1
1001368,0.4139,17,0,2,0,0.0000,0
1001373,3.7578,60,1,13,5,0.0833,0
1001375,6.8531,80,0,5,3,0.0375,0
1001378,2.5100,51,0,3,3,0.0588,0
1001381,22.8181,54,0,3,2,0.0370,0
1001396,13.7283,44,0,2,0,0.0000,1
1001399,1.8636,66,0,6,0,0.0000,1
1001404,9.0689,62,7,14,2,0.0323,1
100141,2.4003,129,2,12,2,0.0155,0
1001419,10.0142,119,4,12,7,0.0588,0
1001420,10.0286,6,0,0,3,0.5000,1
1001421,7.3831,170,1,28,2,0.0118,0
1001437,4.8731,14,0,3,0,0.0000,1
1001438,0.5981,61,5,9,1,0.0164,0
1001441,0.0681,151,1,15,1,0.0066,0
1001444,2.1094,89,0,1,3,0.0337,1
1001448,0.5183,55,0,1,0,0.0000,1
1001451,21.9283,2,0,2,0,0.0000,1
1001460,2.8597,304,0,15,1,0.0033,0
1001461,4.7403,72,7,16,6,0.0833,1
1001466,2.1406,207,5,12,4,0.0193,0
1001468,0.9314,110,0,7,0,0.0000,0
1001472,17.9297,18,0,5,5,0.2778,1
1001482,1.7431,182,1,16,1,0.0055,0
1001485,8.8969,43,0,2,0,0.0000,1
1001489,2.5528,5,0,0,1,0.2000,1
1001492,14.0419,17,0,0,1,0.0588,1
1001500,9.5400,13,0,0,0,0.0000,1
1001504,12.1744,44,0,0,0,0.0000,1
1001512,0.9603,131,0,6,1,0.0076,0
1001513,28.0331,49,0,0,0,0.0000,1
1001521,2.5731,42,5,6,1,0.0238,0
1001524,2.1697,192,0,19,0,0.0000,0
1001525,11.9989,22,0,7,0,0.0000,1
1001531,3.7144,11,0,2,1,0.0909,0
1001532,1.3217,31,0,3,3,0.0968,1
1001534,1.9967,63,0,2,1,0.0159,1
1001537,10.3186,87,0,1,6,0.0690,0
1001543,8.3781,63,0,1,1,0.0159,0
1001545,6.4608,52,4,0,9,0.1731,0
1001551,18.7419,51,12,0,0,0.0000,0
1001556,3.8011,20,0,0,0,0.0000,1
1001557,0.7636,13,0,0,1,0.0769,0
1001562,8.0219,9,0,0,2,0.2222,0
1001566,0.0461,246,1,10,7,0.0285,0
1001569,5.2536,184,16,8,2,0.0109,1
1001572,7.7092,86,0,12,0,0.0000,1
1001578,5.0828,12,7,1,2,0.1667,1
1001591,2.4678,14,0,0,1,0.0714,0
1001596,1.6778,20,0,0,4,0.2000,1
1001601,30.5983,12,0,0,2,0.1667,1
1001606,2.1369,36,7,0,1,0.0278,1
1001608,0.2925,80,6,0,1,0.0125,1
1001618,0.5597,304,0,27,1,0.0033,0
1001625,0.6972,344,2,47,4,0.0116,0
1001626,17.3928,88,4,0,2,0.0227,1
1001628,6.6147,36,0,0,1,0.0278,1
1001629,1.3314,42,0,7,8,0.1905,0
100164,3.3606,23,0,2,1,0.0435,0
1001641,0.6250,52,0,5,2,0.0385,0
1001642,21.2519,19,0,0,0,0.0000,1
1001652,4.7714,34,0,0,2,0.0588,0
1001654,3.2553,92,0,3,2,0.0217,1
1001662,4.5353,114,0,0,9,0.0789,1
1001667,0.5197,80,0,12,2,0.0250,0
1001670,12.7925,119,10,0,0,0.0000,1
1001673,12.1833,59,1,2,2,0.0339,1
1001676,3.5236,52,0,0,2,0.0385,0
1001686,0.1467,245,0,12,1,0.0041,1
1001688,10.4344,222,0,7,1,0.0045,0
1001689,10.7797,28,2,4,1,0.0357,0
1001694,16.2839,29,0,5,0,0.0000,1
1001696,9.8569,13,0,3,0,0.0000,1
1001697,3.6572,106,5,0,1,0.0094,1
1001700,1.0650,41,8,20,2,0.0488,0
1001711,3.9175,132,0,1,3,0.0227,0
1001727,12.0725,84,0,7,0,0.0000,0
100173,1.8089,110,18,1,6,0.0545,0
1001737,2.6869,51,0,9,3,0.0588,1
1001744,1.1311,78,0,4,1,0.0128,1
1001757,0.3353,72,2,4,1,0.0139,0
1001765,0.1236,38,0,14,0,0.0000,1
1001769,8.5228,36,0,0,3,0.0833,1
100177,5.2531,80,0,12,3,0.0375,1
1001771,0.1447,178,0,11,1,0.0056,0
1001774,0.7206,47,0,1,0,0.0000,1
100178,11.1989,214,0,13,0,0.0000,0
1001783,1.9833,69,1,3,4,0.0580,1
1001784,12.0450,109,12,4,2,0.0183,1
1001788,7.0531,226,0,21,3,0.0133,0
1001800,3.0008,60,0,5,1,0.0167,1
1001803,0.6061,85,0,6,2,0.0235,1
1001804,0.3625,18,0,0,3,0.1667,0
1001809,4.0006,52,2,0,1,0.0192,1
1001823,4.6192,47,0,5,1,0.0213,1
1001829,2.2911,164,2,0,3,0.0183,0
100184,4.1583,62,11,0,1,0.0161,1
1001840,1.6219,23,0,2,0,0.0000,1
1001841,3.1747,110,0,14,7,0.0636,1
1001844,1.1511,57,6,2,2,0.0351,1
1001847,16.0089,298,0,15,3,0.0101,0
1001850,13.3056,18,0,0,2,0.1111,0
1001855,0.1547,103,12,1,3,0.0291,1
1001856,0.4847,72,6,1,8,0.1111,1
100186,1.7067,24,0,3,5,0.2083,1
1001860,1.0103,342,2,8,4,0.0117,1
1001866,5.4517,49,0,6,15,0.3061,0
1001867,2.9794,12,0,0,0,0.0000,1
1001868,1.8344,68,0,0,0,0.0000,1
1001870,0.0603,41,0,0,2,0.0488,1
1001872,0.4386,160,0,15,2,0.0125,0
1001873,2.8975,12,0,3,0,0.0000,1
1001875,1.0653,96,2,0,5,0.0521,1
1001876,2.0578,131,0,3,1,0.0076,0
1001877,2.6917,184,2,6,3,0.0163,0
1001879,8.2225,19,0,1,0,0.0000,0
1001882,3.8703,61,0,19,0,0.0000,0
1001891,1.0803,14,0,0,2,0.1429,1
1001902,0.9011,44,5,1,0,0.0000,0
1001903,1.7183,22,0,1,1,0.0455,1
1001908,0.7442,195,13,0,2,0.0103,1
100191,2.7133,228,0,22,5,0.0219,0
1001910,5.0783,33,0,0,0,0.0000,1
1001912,2.7703,220,0,6,1,0.0045,0
1001915,1.7172,265,2,11,5,0.0189,0
1001917,0.8975,49,0,11,3,0.0612,1
1001920,4.1761,87,0,0,3,0.0345,1
1001921,4.3136,123,1,7,2,0.0163,0
1001934,3.6031,22,0,0,0,0.0000,1
1001935,4.8197,44,0,0,0,0.0000,0
1001944,14.8375,52,0,14,4,0.0769,1
1001946,0.9036,99,1,7,1,0.0101,1
1001947,3.0564,79,1,0,1,0.0127,1
1001952,6.5517,35,2,0,1,0.0286,0
1001967,1.1017,135,0,3,2,0.0148,0
100197,20.5594,8,1,0,1,0.1250,0
1001981,10.2822,3,0,1,1,0.3333,1
1001982,6.1328,60,2,6,1,0.0167,0
1001984,0.3761,5,1,0,0,0.0000,1
1001985,23.0661,2,0,0,1,0.5000,1
1001988,7.4169,145,0,33,2,0.0138,0
100199,3.7772,232,0,6,0,0.0000,0
10020,2.5797,35,1,2,1,0.0286,1
1002001,4.0028,4,0,0,0,0.0000,1
1002005,14.0797,90,0,15,1,0.0111,0
1002010,4.1536,177,30,11,1,0.0056,1
1002020,5.1153,80,3,2,2,0.0250,0
1002027,6.8256,15,1,1,0,0.0000,0
1002031,7.1331,214,12,2,14,0.0654,0
1002032,2.2294,38,0,0,4,0.1053,1
1002034,0.6489,45,0,1,5,0.1111,1
100204,11.8456,112,0,5,5,0.0446,1
1002040,14.2128,24,0,7,3,0.1250,1
1002042,0.0292,24,0,4,5,0.2083,0
1002044,10.4217,48,1,1,1,0.0208,1
1002045,2.0378,24,0,6,0,0.0000,1
1002046,16.8036,131,1,18,8,0.0611,0
1002058,2.1856,34,2,5,1,0.0294,1
1002064,1.9992,53,0,1,0,0.0000,1
1002066,0.0089,185,5,36,5,0.0270,0
1002082,4.2786,16,0,0,0,0.0000,1
1002093,12.6314,36,0,3,3,0.0833,0
1002095,1.1839,102,0,19,4,0.0392,0
10021,2.8658,96,0,15,1,0.0104,0
100210,15.3414,16,0,0,0,0.0000,1
1002114,3.8278,95,28,0,0,0.0000,1
1002118,7.3058,248,16,0,3,0.0121,1
1002127,3.4872,47,0,1,0,0.0000,0
1002128,7.5553,165,11,7,2,0.0121,0
1002129,7.9636,70,2,3,0,0.0000,1
1002132,3.3383,219,0,13,5,0.0228,1
1002134,0.1242,36,0,1,0,0.0000,1
1002137,71.9636,12,0,1,0,0.0000,1
1002142,2.9794,194,1,8,3,0.0155,1
1002147,0.5225,39,0,3,1,0.0256,0
100215,4.1003,139,0,32,3,0.0216,1
1002151,14.1350,13,0,0,0,0.0000,1
1002166,0.5606,132,1,10,5,0.0379,0
1002172,0.6828,140,0,13,2,0.0143,0
1002180,0.3783,44,0,3,0,0.0000,0
1002183,16.9831,8,1,0,1,0.1250,1
1002185,7.2489,290,1,28,7,0.0241,0
1002186,1.4769,39,3,0,0,0.0000,1
1002188,3.1531,163,0,13,2,0.0123,0
1002191,8.6978,90,0,15,3,0.0333,0
1002194,8.0503,16,0,2,2,0.1250,0
1002198,4.3328,11,0,0,0,0.0000,1
1002200,7.9847,40,10,3,1,0.0250,1
1002201,5.6178,115,0,4,5,0.0435,1
1002202,12.9989,197,0,14,3,0.0152,0
1002208,3.3653,34,0,10,4,0.1176,0
1002213,2.2061,67,5,0,2,0.0299,1
1002214,12.9181,202,2,1,0,0.0000,1
1002218,2.9939,80,1,3,1,0.0125,0
1002222,3.1736,168,2,22,11,0.0655,0
1002226,0.3978,318,0,18,4,0.0126,1
1002228,0.5028,115,0,2,10,0.0870,1
1002237,2.0842,76,3,4,9,0.1184,1
1002246,3.8414,26,0,1,7,0.2692,0
100225,5.1047,122,0,19,1,0.0082,0
1002250,6.7111,285,0,16,0,0.0000,0
1002251,2.6689,160,0,4,5,0.0313,1
1002254,0.2053,45,0,7,2,0.0444,1
1002255,7.3911,7,0,1,0,0.0000,1
1002257,6.3322,54,1,2,1,0.0185,0
1002260,15.7181,20,0,0,1,0.0500,1
100227,2.4283,72,24,0,0,0.0000,0
1002271,12.3428,259,0,0,3,0.0116,1
1002273,29.1714,7,0,0,0,0.0000,1
1002274,12.6664,191,0,3,0,0.0000,1
1002291,5.6314,133,4,7,1,0.0075,1
1002295,2.9892,62,0,0,3,0.0484,1
1002306,0.0214,256,3,2,1,0.0039,1
1002307,1.2303,329,36,25,4,0.0122,0
1002311,16.4411,32,0,1,1,0.0313,0
1002315,6.2750,38,0,1,0,0.0000,0
1002316,4.7575,113,0,2,2,0.0177,0
1002317,0.3608,206,3,0,1,0.0049,0
1002328,2.3561,37,0,3,1,0.0270,0
1002330,0.8442,59,0,7,3,0.0508,1
1002331,4.1486,98,0,8,7,0.0714,1
1002338,1.2258,35,0,3,0,0.0000,0
1002339,11.4636,92,0,1,1,0.0109,1
100234,4.1550,263,10,12,6,0.0228,0
1002349,1.9839,222,73,3,5,0.0225,0
1002350,1.4033,38,12,1,2,0.0526,1
1002356,0.5275,45,0,6,0,0.0000,1
1002358,1.7803,124,0,3,9,0.0726,0
1002364,2.7806,44,1,0,0,0.0000,1
1002375,13.6628,21,1,0,0,0.0000,0
1002387,4.8486,60,13,4,7,0.1167,1
1002388,8.5142,106,3,3,5,0.0472,1
1002392,1.9792,66,8,15,3,0.0455,0
10024,1.3592,90,2,2,6,0.0667,0
100240,11.8650,71,0,7,0,0.0000,0
1002402,1.8294,44,0,0,0,0.0000,1
1002413,0.7397,25,0,7,5,0.2000,0
100242,3.7397,188,15,3,5,0.0266,0
1002421,8.7331,49,0,6,1,0.0204,1
1002426,1.1706,72,0,3,1,0.0139,0
1002428,0.6383,44,0,4,3,0.0682,0
100243,4.1672,21,9,2,0,0.0000,0
1002431,1.8186,25,0,1,0,0.0000,1
1002435,3.1269,147,0,26,3,0.0204,1
1002442,12.3978,46,1,4,0,0.0000,0
1002446,13.2861,28,0,0,0,0.0000,1
1002449,1.6236,87,0,0,5,0.0575,1
1002453,8.0261,60,0,0,1,0.0167,1
1002460,0.0103,73,0,3,2,0.0274,1
1002461,2.2400,48,0,11,0,0.0000,1
1002476,6.8919,75,0,2,0,0.0000,1
1002478,1.1319,138,0,6,1,0.0072,0
1002479,4.1197,29,0,0,1,0.0345,1
1002482,9.2672,46,0,8,0,0.0000,0
1002484,4.8981,29,0,9,1,0.0345,1
100249,6.0406,99,0,18,2,0.0202,1
1002494,2.4864,110,7,4,1,0.0091,1
1002501,0.5394,91,0,7,0,0.0000,0
1002508,11.7006,4,0,0,1,0.2500,1
1002512,19.4628,15,0,0,0,0.0000,0
1002514,0.2100,71,0,4,0,0.0000,0
1002520,0.4653,91,11,0,2,0.0220,0
1002526,15.5081,31,0,8,7,0.2258,1
1002528,0.9886,16,1,0,0,0.0000,1
1002534,1.7703,114,0,7,4,0.0351,0
1002536,5.1842,91,7,0,0,0.0000,1
1002542,0.0203,54,0,3,1,0.0185,0
1002547,1.5781,77,0,2,1,0.0130,1
1002555,1.6936,118,0,15,0,0.0000,0
1002561,11.5939,64,0,0,0,0.0000,1
1002564,2.5036,232,1,13,2,0.0086,1
1002566,5.3736,152,6,0,5,0.0329,1
100257,17.3244,16,0,0,5,0.3125,0
1002573,7.1850,10,1,0,0,0.0000,1
1002574,1.5661,9,0,5,1,0.1111,0
1002578,27.7872,5,0,0,1,0.2000,0
1002583,9.4083,47,0,3,0,0.0000,1
1002587,7.5278,35,0,4,5,0.1429,0
1002589,7.7594,42,1,5,8,0.1905,1
100259,10.4714,27,0,1,1,0.0370,1
1002591,0.6511,34,0,0,0,0.0000,0
1002593,2.1081,224,0,2,1,0.0045,1
1002597,2.0728,4,0,0,2,0.5000,1
1002606,4.0281,18,2,1,0,0.0000,0
